DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	16q24.3	16	89939045	TUBB3, MC1R	TUBB3 - DEF8	ENSG00000258947	ENSG00000140995		284	8880	rs4785741-T	rs4785741	0	4785741	intergenic_variant	1	NR	7E-7	6.154901959985743		70.9925	[42.97-99.02] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	1p22.3	1	85313923	DDAH1	AL078459.1			ENSG00000223653			rs72722664-A	rs72722664	0	72722664	intron_variant	0	NR	2E-6	5.698970004336019		30.6385	[17.99-43.29] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	18p11.21	18	11981209	IMPA2	IMPA2			ENSG00000141401			rs2075824-T	rs2075824	0	2075824	splice_region_variant	0	NR	4E-6	5.3979400086720375		56.9756	[32.75-81.2] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	4q28.3	4	137582680	PCDH18	LINC02172			ENSG00000251632			rs11735612-A	rs11735612	0	11735612	intron_variant	0	NR	4E-6	5.3979400086720375		66.5774	[38.14-95.02] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	8p22	8	13943870	intergenic	AC022690.1 - AC023538.1	ENSG00000254425	ENSG00000255437		34090	78817	rs75216060-A	rs75216060	0	75216060	intergenic_variant	1	NR	7E-6	5.154901959985743		61.3145	[34.62-88.01] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	3p21.31	3	48372784	intergenic	FBXW12			ENSG00000164049			rs17080138-T	rs17080138	0	17080138	missense_variant	0	NR	7E-6	5.154901959985743		22.0	[12.41-31.59] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	14q23.2	14	63217357	intergenic	RHOJ			ENSG00000126785			rs59093387-A	rs59093387	0	59093387	intron_variant	0	NR	7E-6	5.154901959985743		52.5822	[29.65-75.52] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	1p36.22	1	11704224	C1orf187	DRAXIN			ENSG00000162490			rs12045323-T	rs12045323	0	12045323	intron_variant	0	NR	7E-6	5.154901959985743		57.5469	[32.42-82.68] unit increase	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	10q22.1	10	70368301	intergenic	LRRC20			ENSG00000172731			rs9731813-A	rs9731813	0	9731813	intron_variant	0	NR	7E-6	5.154901959985743		27.618	[15.56-39.68] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	15q22.2	15	60080022	intergenic	AC009654.1			ENSG00000259223			rs8032150-C	rs8032150	0	8032150	intron_variant	0	NR	7E-6	5.154901959985743		59.4319	[33.47-85.39] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	20p12.1	20	16640453	RPL7AL3, RPLP0P1	RPLP0P1 - AL135938.1	ENSG00000226229	ENSG00000200494		53760	30188	rs6034559-T	rs6034559	0	6034559	intergenic_variant	1	NR	8E-6	5.096910013008056		66.7955	[37.45-96.14] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	2q34	2	208389154	PTH2R	PTH2R			ENSG00000144407			rs78907274-A	rs78907274	0	78907274	intron_variant	0	NR	9E-6	5.045757490560675		33.5591	[18.75-48.37] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2017-09-11	28641744	Guo W	2017-07-01	Eur Neuropsychopharmacol	www.ncbi.nlm.nih.gov/pubmed/28641744	Polygenic risk score and heritability estimates reveals a genetic relationship between ASD and OCD.	Obsessive-compulsive disorder or autism spectrum disorder	2,998 European ancestry obsessive-compulsive disorder cases, 6,898 European ancestry autism spectrum disorder cases	NA	6q16.1	6	96391163	FUT9	UFL1-AS1			ENSG00000233797			rs767619-T	rs767619	0	767619	intron_variant	0	NR	9E-6	5.045757490560675		45.9769	[25.63-66.32] unit decrease	Illumina [6995140] (imputed)	N	obsessive-compulsive disorder, autism spectrum disorder	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0003756	GCST004703	Genome-wide genotyping array
2018-11-13	30087453	Yilmaz Z	2018-08-07	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30087453	Examination of the shared genetic basis of anorexia nervosa and obsessive-compulsive disorder.	Anorexia nervosa or obsessive-compulsive disorder	3,495 European ancestry anorexia nervosa cases, 2,688 European ancestry obsessive-compulsive disorder cases, 18,013 European ancestry controls	NA				KIT							rs12504244-?	rs12504244	0	12504244		1	NR	4E-7	6.3979400086720375				NR [7461827] (imputed)	N	anorexia nervosa, obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004215, http://www.ebi.ac.uk/efo/EFO_0004242	GCST006576	Genome-wide genotyping array
2018-11-13	30087453	Yilmaz Z	2018-08-07	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30087453	Examination of the shared genetic basis of anorexia nervosa and obsessive-compulsive disorder.	Anorexia nervosa or obsessive-compulsive disorder	3,495 European ancestry anorexia nervosa cases, 2,688 European ancestry obsessive-compulsive disorder cases, 18,013 European ancestry controls	NA	6p22.2	6	25590813	LRRC16A	CARMIL1			ENSG00000079691			rs75063949-?	rs75063949	0	75063949	intron_variant	0	NR	2E-7	6.698970004336019				NR [7461827] (imputed)	N	anorexia nervosa, obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004215, http://www.ebi.ac.uk/efo/EFO_0004242	GCST006576	Genome-wide genotyping array
2018-11-13	30087453	Yilmaz Z	2018-08-07	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/30087453	Examination of the shared genetic basis of anorexia nervosa and obsessive-compulsive disorder.	Anorexia nervosa or obsessive-compulsive disorder	3,495 European ancestry anorexia nervosa cases, 2,688 European ancestry obsessive-compulsive disorder cases, 18,013 European ancestry controls	NA	12q14.1	12	61858476	FAM19A2	TAFA2			ENSG00000198673			rs11174202-?	rs11174202	0	11174202	intron_variant	0	NR	3E-7	6.522878745280337				NR [7461827] (imputed)	N	anorexia nervosa, obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004215, http://www.ebi.ac.uk/efo/EFO_0004242	GCST006576	Genome-wide genotyping array
2015-05-06	22889921	Stewart SE	2012-08-14	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22889921	Genome-wide association study of obsessive-compulsive disorder.	Obsessive-compulsive disorder	1,279 European ancestry cases, 5,139 European ancestry controls, 299 European ancestry trios, 93 South African Afrikaner ancestry cases, 158  South African Afrikaner ancestry controls, 93 Ashkenazi Jewish cases, 260 Ashkenazi Jewish controls, 101 Hispanic and unknown ancestry trios	NA	12q13.12	12	49925303	FAIM2, AQP2	LINC02395			ENSG00000257771			rs297941-?	rs297941	0	297941	non_coding_transcript_exon_variant	0	NR	5E-7	6.301029995663981		1.23	NR	Illumina [479067]	N	obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004242	GCST001636	Genome-wide genotyping array
2015-05-06	22889921	Stewart SE	2012-08-14	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22889921	Genome-wide association study of obsessive-compulsive disorder.	Obsessive-compulsive disorder	1,279 European ancestry cases, 5,139 European ancestry controls, 299 European ancestry trios, 93 South African Afrikaner ancestry cases, 158  South African Afrikaner ancestry controls, 93 Ashkenazi Jewish cases, 260 Ashkenazi Jewish controls, 101 Hispanic and unknown ancestry trios	NA	6q16.3	6	103997492	GRIK2, HACE1	AL590608.1 - R3HDM2P2	ENSG00000288084	ENSG00000216817		122805	20141	rs9499708-?	rs9499708	0	9499708	intergenic_variant	1	NR	3E-6	5.522878745280337		1.2	NR	Illumina [479067]	N	obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004242	GCST001636	Genome-wide genotyping array
2015-05-06	22889921	Stewart SE	2012-08-14	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/22889921	Genome-wide association study of obsessive-compulsive disorder.	Obsessive-compulsive disorder	1,279 European ancestry cases, 5,139 European ancestry controls, 299 European ancestry trios, 93 South African Afrikaner ancestry cases, 158  South African Afrikaner ancestry controls, 93 Ashkenazi Jewish cases, 260 Ashkenazi Jewish controls, 101 Hispanic and unknown ancestry trios	NA	13q21.33	13	72114636	DACH1, MZT1	RPS10P21 - AL139003.1	ENSG00000232881	ENSG00000212377		200458	339266	rs9652236-?	rs9652236	0	9652236	intergenic_variant	1	NR	5E-6	5.301029995663981		1.4	NR	Illumina [479067]	N	obsessive-compulsive disorder	http://www.ebi.ac.uk/efo/EFO_0004242	GCST001636	Genome-wide genotyping array
2015-05-26	25158072	Yu D	2014-10-31	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25158072	Cross-disorder genome-wide analyses suggest a complex genetic relationship between Tourette's syndrome and OCD.	Tourette's syndrome or obsessive-compulsive disorder	1,310 Ashkenazi Jewish, South African Afrikaner ancestry, and other European ancestry OCD cases, 834 Ashkenazi Jewish, French Canadian and other European ancestry Tourette's Syndrome cases, 579 Ashkenazi Jewish, South African Afrikaner ancestry, French Canadian and other European ancestry OCD and Tourette's syndrome cases, 4,975 European ancestry controls, 338 Ashkenazi Jewish controls, 196 French Canadian controls, 158 South African Afrikaner ancestry controls, 290 European ancestry OCD parent-child trios	NA	1p36.23	1	7232169	CAMTA1	CAMTA1			ENSG00000171735			rs7524258-T	rs7524258	0	7524258	intron_variant	0	0.40	8E-6	5.096910013008056		1.16	[NR]	Illumina [7659573] (imputed)	N	obsessive-compulsive disorder, Tourette syndrome	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0004895	GCST002682	Genome-wide genotyping array
2015-05-26	25158072	Yu D	2014-10-31	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25158072	Cross-disorder genome-wide analyses suggest a complex genetic relationship between Tourette's syndrome and OCD.	Tourette's syndrome or obsessive-compulsive disorder	1,310 Ashkenazi Jewish, South African Afrikaner ancestry, and other European ancestry OCD cases, 834 Ashkenazi Jewish, French Canadian and other European ancestry Tourette's Syndrome cases, 579 Ashkenazi Jewish, South African Afrikaner ancestry, French Canadian and other European ancestry OCD and Tourette's syndrome cases, 4,975 European ancestry controls, 338 Ashkenazi Jewish controls, 196 French Canadian controls, 158 South African Afrikaner ancestry controls, 290 European ancestry OCD parent-child trios	NA	2p16.1	2	58695786	FLJ30838	LINC01122			ENSG00000233723			rs35881094-G	rs35881094	0	35881094	non_coding_transcript_exon_variant	0	0.43	7E-6	5.154901959985743		1.16	[NR]	Illumina [7659573] (imputed)	N	obsessive-compulsive disorder, Tourette syndrome	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0004895	GCST002682	Genome-wide genotyping array
2015-05-26	25158072	Yu D	2014-10-31	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25158072	Cross-disorder genome-wide analyses suggest a complex genetic relationship between Tourette's syndrome and OCD.	Tourette's syndrome or obsessive-compulsive disorder	1,310 Ashkenazi Jewish, South African Afrikaner ancestry, and other European ancestry OCD cases, 834 Ashkenazi Jewish, French Canadian and other European ancestry Tourette's Syndrome cases, 579 Ashkenazi Jewish, South African Afrikaner ancestry, French Canadian and other European ancestry OCD and Tourette's syndrome cases, 4,975 European ancestry controls, 338 Ashkenazi Jewish controls, 196 French Canadian controls, 158 South African Afrikaner ancestry controls, 290 European ancestry OCD parent-child trios	NA	3p22.3	3	34883533	FECHP	FECHP1 - KRT8P18	ENSG00000235534	ENSG00000228767		9679	332172	rs73070160-T	rs73070160	0	73070160	intergenic_variant	1	0.14	3E-6	5.522878745280337		1.24	[NR]	Illumina [7659573] (imputed)	N	obsessive-compulsive disorder, Tourette syndrome	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0004895	GCST002682	Genome-wide genotyping array
2015-05-26	25158072	Yu D	2014-10-31	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25158072	Cross-disorder genome-wide analyses suggest a complex genetic relationship between Tourette's syndrome and OCD.	Tourette's syndrome or obsessive-compulsive disorder	1,310 Ashkenazi Jewish, South African Afrikaner ancestry, and other European ancestry OCD cases, 834 Ashkenazi Jewish, French Canadian and other European ancestry Tourette's Syndrome cases, 579 Ashkenazi Jewish, South African Afrikaner ancestry, French Canadian and other European ancestry OCD and Tourette's syndrome cases, 4,975 European ancestry controls, 338 Ashkenazi Jewish controls, 196 French Canadian controls, 158 South African Afrikaner ancestry controls, 290 European ancestry OCD parent-child trios	NA	3p11.2	3	87264203	BC050344, POU1F1, MIR4795, CHMP2B	POU1F1			ENSG00000064835			rs4988462-T	rs4988462	0	4988462	intron_variant	0	0.42	4E-7	6.3979400086720375		1.18	[NR]	Illumina [7659573] (imputed)	N	obsessive-compulsive disorder, Tourette syndrome	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0004895	GCST002682	Genome-wide genotyping array
2015-05-26	25158072	Yu D	2014-10-31	Am J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/25158072	Cross-disorder genome-wide analyses suggest a complex genetic relationship between Tourette's syndrome and OCD.	Tourette's syndrome or obsessive-compulsive disorder	1,310 Ashkenazi Jewish, South African Afrikaner ancestry, and other European ancestry OCD cases, 834 Ashkenazi Jewish, French Canadian and other European ancestry Tourette's Syndrome cases, 579 Ashkenazi Jewish, South African Afrikaner ancestry, French Canadian and other European ancestry OCD and Tourette's syndrome cases, 4,975 European ancestry controls, 338 Ashkenazi Jewish controls, 196 French Canadian controls, 158 South African Afrikaner ancestry controls, 290 European ancestry OCD parent-child trios	NA	3q13.31	3	116214742	Mir_340, LSAMP	LSAMP			ENSG00000185565			rs149183310-T	rs149183310	0	149183310	intron_variant	0	0.044	2E-6	5.698970004336019		1.52	[NR]	Illumina [7659573] (imputed)	N	obsessive-compulsive disorder, Tourette syndrome	http://www.ebi.ac.uk/efo/EFO_0004242, http://www.ebi.ac.uk/efo/EFO_0004895	GCST002682	Genome-wide genotyping array
